,delito,categoria,calidad,competencia,año,mes,fecha,hora,alcaldia,colonia
1053,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,07:50:00,GUSTAVO A. MADERO,SAN JUAN DE ARAGON 4A  Y 5A SECCION (U HAB) II
1059,ROBO DE FLUIDOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,07:40:00,IZTAPALAPA,TEPALCATES II
1061,ROBO DE OBJETOS A ESCUELA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Enero,2022-01-03,08:56:00,VENUSTIANO CARRANZA,MOCTEZUMA 2A SECCION II
1080,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,09:40:00,IZTACALCO,VIADUCTO PIEDAD
1112,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-28,00:00:00,CUAUHTEMOC,CUAUHTEMOC
1115,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-28,00:00:00,CUAUHTEMOC,CUAUHTEMOC
1118,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-02,12:05:00,VENUSTIANO CARRANZA,IGNACIO ZARAGOZA I
1119,FRAUDE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-28,00:00:00,CUAUHTEMOC,CUAUHTEMOC
1122,ROBO A REPARTIDOR CON VIOLENCIA,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-31,11:00:00,IZTAPALAPA,BUENAVISTA I
1126,"NARCOMENUDEO POSESIÓN CON FINES DE VENTA, COMERCIO Y SUMINISTRO",DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,12:33:00,GUSTAVO A. MADERO,LA PURISIMA TICOMAN (BARR)
1128,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-28,00:00:00,CUAUHTEMOC,CUAUHTEMOC
1132,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-28,00:00:00,CUAUHTEMOC,CUAUHTEMOC
1133,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,12:24:00,IZTAPALAPA,JOSE LOPEZ PORTILLO I
1139,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-28,00:00:00,CUAUHTEMOC,CUAUHTEMOC
1143,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-28,00:00:00,CUAUHTEMOC,CUAUHTEMOC
1146,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-28,00:00:00,CUAUHTEMOC,CUAUHTEMOC
1149,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-28,00:00:00,CUAUHTEMOC,CUAUHTEMOC
1155,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-28,00:00:00,CUAUHTEMOC,CUAUHTEMOC
1158,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-28,00:00:00,CUAUHTEMOC,CUAUHTEMOC
1160,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-28,00:00:00,CUAUHTEMOC,CUAUHTEMOC
1162,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-28,00:00:00,CUAUHTEMOC,CUAUHTEMOC
1165,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-28,00:00:00,CUAUHTEMOC,CUAUHTEMOC
1169,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-28,00:00:00,CUAUHTEMOC,CUAUHTEMOC
1172,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-28,00:00:00,CUAUHTEMOC,CUAUHTEMOC
1177,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-02,11:00:00,COYOACAN,MONTE DE PIEDAD
1178,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-28,00:00:00,CUAUHTEMOC,CUAUHTEMOC
1181,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-28,00:00:00,CUAUHTEMOC,CUAUHTEMOC
1183,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-28,00:00:00,CUAUHTEMOC,CUAUHTEMOC
1189,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-28,00:00:00,CUAUHTEMOC,CUAUHTEMOC
1191,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-28,00:00:00,CUAUHTEMOC,CUAUHTEMOC
1193,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-31,14:00:00,TLALPAN,NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 6 (U HAB)
1195,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-28,00:00:00,CUAUHTEMOC,CUAUHTEMOC
1196,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Enero,2022-01-03,13:30:00,LA MAGDALENA CONTRERAS,PUEBLO NUEVO ALTO
1198,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-28,00:00:00,CUAUHTEMOC,CUAUHTEMOC
1200,MALTRATO ANIMAL,DELITO DE BAJO IMPACTO,VICTIMA,FUERO COMUN,2022,Diciembre,2022-12-24,12:41:00,IZTAPALAPA,2A AMPLIACION SANTIAGO ACAHUALTEPEC I
1202,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-28,00:00:00,CUAUHTEMOC,CUAUHTEMOC
1209,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,13:54:00,GUSTAVO A. MADERO,FOVISSSTE RIO DE GUADALUPE (U HAB)
1213,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Noviembre,2022-11-22,11:25:00,IZTAPALAPA,SAN MIGUEL (BARR)
1217,TALA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,13:00:00,CUAUHTEMOC,GUERRERO II
1237,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Noviembre,2022-11-30,16:12:00,IZTAPALAPA,SAN MIGUEL (BARR)
1243,ATAQUE A LAS VIAS GENERALES DE COMUNICACIÓN,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Enero,2022-01-03,12:10:00,TLAHUAC,SAN PEDRO TLAHUAC (PBLO)
1246,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,16:00:00,GUSTAVO A. MADERO,NUEVA TENOCHTITLAN
1249,ATAQUE A LAS VIAS DE COMUNICACION (DAÑO A VIAS O MEDIOS DE TRANSPORTE),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Noviembre,2022-11-10,12:56:00,VENUSTIANO CARRANZA,AVIACION CIVIL
1251,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-02,10:30:00,COYOACAN,SANTA CATARINA (BARR)
1256,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,08:00:00,IZTAPALAPA,SANTA MARTHA ACATITLA
1257,"NARCOMENUDEO POSESIÓN CON FINES DE VENTA, COMERCIO Y SUMINISTRO",DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,12:15:00,GUSTAVO A. MADERO,CONSTITUCION DE LA REPUBLICA
1262,ROBO A REPARTIDOR CON VIOLENCIA,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-17,18:00:00,GUSTAVO A. MADERO,CASTILLO CHICO
1270,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-02,16:40:00,BENITO JUAREZ,AMERICAS UNIDAS-DEL LAGO
1279,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,16:20:00,IZTAPALAPA,STA MA AZTAHUACAN (PBLO)
1280,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Enero,2022-01-03,12:30:00,BENITO JUAREZ,DEL VALLE IV
1286,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,16:13:00,IZTAPALAPA,REFORMA POLITICA II
1288,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,16:20:00,VENUSTIANO CARRANZA,JARDIN BALBUENA III
1297,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,17:00:00,CUAUHTEMOC,TABACALERA
1301,ENCUBRIMIENTO,DELITO DE BAJO IMPACTO,VICTIMA,FUERO COMUN,2023,Enero,2023-01-03,15:35:00,IZTACALCO,PANTITLAN II
1309,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,16:50:00,BENITO JUAREZ,DEL VALLE VI
1314,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO CON VIOLENCIA,ROBO A PASAJERO A BORDO DE MICROBUS CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-03,16:30:00,IZTAPALAPA,SINATEL (AMPL)
1316,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2021,Enero,2021-01-14,21:31:00,COYOACAN,PEDREGAL DE SANTA URSULA III
1322,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-01,07:40:00,GUSTAVO A. MADERO,SAN JUAN DE ARAGON (PBLO)
1324,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,16:50:00,AZCAPOTZALCO,VICTORIA DE LAS DEMOCRACIAS
1334,ROBO A REPARTIDOR CON VIOLENCIA,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,11:30:00,IZTACALCO,INFONAVIT IZTACALCO (U HAB) II
1335,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,17:09:00,CUAUHTEMOC,CENTRO IV
1352,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-30,10:20:00,BENITO JUAREZ,ALAMOS II
1374,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,17:45:00,IZTAPALAPA,SANTA MARTHA ACATITLA_(PBLO)
1375,"NARCOMENUDEO POSESIÓN CON FINES DE VENTA, COMERCIO Y SUMINISTRO",DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,17:27:00,IZTAPALAPA,LOMAS DE SANTA CRUZ MEYEHUALCO
1384,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,17:45:00,IZTACALCO,PANTITLAN III
1387,ROBO A REPARTIDOR Y VEHICULO CON VIOLENCIA,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,11:00:00,MIGUEL HIDALGO,SAN MIGUEL CHAPULTEPEC II
1397,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-29,01:00:00,CUAUHTEMOC,DOCTORES IV
1403,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Agosto,2022-08-17,01:06:00,MILPA ALTA,VILLA MILPA ALTA (PBLO)
1415,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-23,06:00:00,COYOACAN,CAMPESTRE CHURUBUSCO
1432,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,19:18:00,COYOACAN,LOS CIPRESES
1434,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,19:50:00,COYOACAN,AJUSCO I
1438,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,19:35:00,VENUSTIANO CARRANZA,MORELOS I
1444,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-30,09:00:00,IZTAPALAPA,SAN PABLO (BARR)
1445,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,19:15:00,IZTAPALAPA,PASEOS DE CHURUBUSCO
1447,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,19:09:00,COYOACAN,EL CARACOL
1453,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,19:15:00,ALVARO OBREGON,BARRIO NORTE
1455,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,20:02:00,CUAUHTEMOC,JUAREZ
1464,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-29,10:00:00,TLALPAN,"MESA LOS HORNOS, TEXCALTENCO"
1467,MALTRATO ANIMAL,DELITO DE BAJO IMPACTO,VICTIMA,FUERO COMUN,2022,Mayo,2022-05-03,12:12:00,IZTAPALAPA,PUENTE BLANCO
1470,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,14:45:00,CUAUHTEMOC,ROMA NORTE II
1475,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,21:00:00,CUAUHTEMOC,MORELOS I
1479,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-27,15:00:00,ALVARO OBREGON,FLORIDA
1491,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE CONVENIENCIA),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-21,11:00:00,VENUSTIANO CARRANZA,REVOLUCION
1492,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,21:00:00,COYOACAN,EL CARACOL
1495,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,21:09:00,BENITO JUAREZ,STA CRUZ ATOYAC
1502,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,21:25:00,IZTAPALAPA,DESARROLLO URBANO QUETZALCOATL  III
1503,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-27,06:25:00,BENITO JUAREZ,NIOS HEROES DE CHAPULTEPEC
1506,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,21:20:00,AZCAPOTZALCO,VICTORIA DE LAS DEMOCRACIAS
1509,ROBO DE DINERO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Febrero,2022-02-11,18:17:00,BENITO JUAREZ,DEL VALLE VI
1513,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,21:30:00,ALVARO OBREGON,LOMAS DE SANTA FE II
1521,NARCOMENUDEO POSESION SIMPLE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,21:58:00,IZTAPALAPA,SAN MIGUEL TEOTONGO II
1523,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-19,20:15:00,BENITO JUAREZ,CIUDAD DE LOS DEPORTES
1538,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-02,09:05:00,BENITO JUAREZ,PORTALES ORIENTE
1556,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-31,05:30:00,IZTAPALAPA,ALVARO OBREGON
1557,FRAUDE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Octubre,2022-10-28,12:00:00,BENITO JUAREZ,DEL VALLE I
1582,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-04,00:05:00,MIGUEL HIDALGO,AMERICA
1610,FRAUDE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Agosto,2022-08-01,12:00:00,CUAUHTEMOC,DOCTORES II
1612,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Enero,2022-01-04,00:40:00,GUSTAVO A. MADERO,GUADALUPE TEPEYAC
1618,"NARCOMENUDEO POSESIÓN CON FINES DE VENTA, COMERCIO Y SUMINISTRO",DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-04,00:45:00,IZTAPALAPA,PASEOS DE CHURUBUSCO
1630,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-04,01:15:00,CUAUHTEMOC,NONOALCO-TLATELOLCO (U HAB) III
1657,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,09:00:00,ALVARO OBREGON,LOMAS DE SAN ANGEL INN
1686,ROBO DE VEHICULO DE PEDALES,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,04:59:00,CUAUHTEMOC,ROMA NORTE III
1706,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,06:50:00,IZTAPALAPA,EL SANTUARIO
1719,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2022,Octubre,2022-10-18,21:30:00,BENITO JUAREZ,MIRAVALLE
1720,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-04,08:00:00,GUSTAVO A. MADERO,LINDAVISTA I
1725,ROBO A REPARTIDOR CON VIOLENCIA,ROBO A REPARTIDOR CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-31,13:25:00,ALVARO OBREGON,GARCIMARRERO
1726,ROBO A OFICINA PÚBLICA SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,10:00:00,TLALPAN,AMPLIACION MIGUEL HIDALGO 4A SECC
1728,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Enero,2022-01-04,09:20:00,BENITO JUAREZ,MIXCOAC
1735,ROBO DE OBJETOS A ESCUELA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-04,07:50:00,VENUSTIANO CARRANZA,MOCTEZUMA 2A SECCION I
1739,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,15:00:00,COYOACAN,STUNAM CULHUACAN (U HAB)
1745,FRAUDE,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Enero,2022-01-03,00:00:00,CUAUHTEMOC,CUAUHTEMOC
1755,ENCUBRIMIENTO,DELITO DE BAJO IMPACTO,VICTIMA,FUERO COMUN,2022,Enero,2022-01-04,10:15:00,GUSTAVO A. MADERO,DM NACIONAL
1761,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-28,00:00:00,CUAUHTEMOC,CUAUHTEMOC
1765,DAÑO EN PROPIEDAD AJENA INTENCIONAL,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Noviembre,2022-11-07,02:02:00,GUSTAVO A. MADERO,ZONA ESCOLAR II
1766,ROBO A NEGOCIO SIN VIOLENCIA POR FARDEROS (TIENDAS DE AUTOSERVICIO),DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-04,09:09:00,CUAUHTEMOC,SAN SIMON TOLNAHUAC
1772,ROBO DE ACCESORIOS DE AUTO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-02,08:00:00,TLAHUAC,SAN PEDRO TLAHUAC (PBLO)
1776,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-28,00:00:00,CUAUHTEMOC,CUAUHTEMOC
1779,ROBO A NEGOCIO SIN VIOLENCIA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-22,08:30:00,CUAUHTEMOC,JUAREZ
1782,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-28,00:00:00,CUAUHTEMOC,CUAUHTEMOC
1787,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO CON VIOLENCIA,ROBO A PASAJERO A BORDO DE MICROBUS CON Y SIN VIOLENCIA,OFENDIDO,FUERO COMUN,2022,Enero,2022-01-04,19:00:00,IZTAPALAPA,SIERRA DEL VALLE
1791,ROBO DE OBJETOS,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-03,16:00:00,TLALPAN,SAN PEDRO APOSTOL (BARR)
1792,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-28,00:00:00,CUAUHTEMOC,CUAUHTEMOC
1797,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-28,00:00:00,CUAUHTEMOC,CUAUHTEMOC
1799,ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2023,Enero,2023-01-04,05:30:00,CUAUHTEMOC,VALLE GOMEZ
1800,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-28,00:00:00,CUAUHTEMOC,CUAUHTEMOC
1803,ROBO A NEGOCIO CON VIOLENCIA,ROBO A NEGOCIO CON VIOLENCIA,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-30,15:30:00,IZTAPALAPA,CULHUACAN (PBLO)
1804,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-28,00:00:00,CUAUHTEMOC,CUAUHTEMOC
1808,ABUSO DE CONFIANZA,DELITO DE BAJO IMPACTO,OFENDIDO,FUERO COMUN,2022,Diciembre,2022-12-28,00:00:00,CUAUHTEMOC,CUAUHTEMOC
